Node,N1
M1,-0.0
M2,-0.0
M3,66.22471873101578
M4,-0.0
M5,102.03820070881011
M6,-0.0
M7,9.135271211702197
M8,86.56042828319386
M9,32.170588598589475
M10,58.35148441616992
