Node,N1
M1,1.7489421662566897
M2,3.460437414355056
M3,44.582686131112524
M4,-0.0
M5,63.285852382395134
M6,0.0
M7,-0.0
M8,-0.0
M9,35.623126521609784
M10,4.959596120652461
M11,6.684019865276599
M12,1.1319221968634368
M13,8.393224429203535
M14,0.3570785081630703
M15,9.399706250000001
